company,site,permit,activity_reference,is_shellfishery,is_bathing_beach,spill_duration,spill_count,reporting_coverage_pct,comments
Southern Water,WHITFORD BRIDGE NORTHWOOD CSO,A730/IOW/97,Storm,,,0.0,0.0,98.84,A00730
Southern Water,WICKHAM ROAD FAREHAM WPS,A1453/H/06,Storm,,,1.72,2.0,100.0,A01453
Southern Water,WICKHAM WTW,COPA/10964,Settled Storm,,,1386.0,82.0,100.0,W00598
Southern Water,WICOR MILL LANE PORTCHESTER WPS,A1374/H/05,Storm,,,72.15,14.0,99.91,A01374
Southern Water,WICOR MILL LANE PORTCHESTER WPS,A1374/H/05,Emergency,,,0.0,0.0,99.91,A01374
Southern Water,WIDLEY ROAD PORTSMOUTH CSO,A1279/H/05,Storm,,,23.9,19.0,99.97,A01279
Southern Water,WIGMORE ROAD WORTHING OUTSIDE 16 CSO,A964/S/99,Storm,,,0.0,0.0,93.19,A00964
Southern Water,WILLARD WAY ASHINGTON WPS,P7398/S/CH/98,Emergency,,,0.0,0.0,100.0,P07398
Southern Water,WILLIAM STREET RAINHAM CSO,A132/K/87,Storm,,,33.58,27.0,100.0,A00132
Southern Water,WILLINGDON SST,62/1/1022,Storm,,,271.53,44.0,87.37,Monitor issue now resolved A01442A
Southern Water,WILLINGDON SST,62/1/1022,Storm,,,0.93,2.0,87.37,Monitor issue now resolved W00355
Southern Water,WILLINGDON SST,62/1/1022,Settled Storm,,,375.47,37.0,87.26,Monitor issue now resolved W00355
Southern Water,WILLOW WAY HURSTPIERPOINT CSO,A498/S/89,Storm,,,195.03,42.0,99.85,A00498
Southern Water,WINCHEAP CANTERBURY CSO,A917/K/99,Storm,,,6.13,14.0,100.0,A00917
Southern Water,WINCHELSEA ROAD RYE B CEO,NPSWQD010088,Storm,,,54.67,10.0,97.63,NPSWQD010088
Southern Water,WINCHELSEA ROAD RYE B CEO,NPSWQD010088,Emergency,,,0.0,0.0,97.63,NPSWQD010088
Southern Water,WINCHESTER ROAD SHEDFIELD WPS,A611/H/91,Emergency,,,0.0,0.0,99.83,A00611
Southern Water,WINDMILL HILL HERSTMONCEUX WTW,A1222/S/04,Settled Storm,,,0.0,0.0,24.52,Monitor issue now resolved A01222
Southern Water,WINFORD WPS,A00231 ,Storm,,,4.9,1.0,99.91,A00231
Southern Water,WINFORD WPS,A00231 ,Emergency,,,0.0,0.0,99.91,A00231
Southern Water,WINSTANLEY ROAD PORTSMOUTH CSO,PP(A)38/360/H46/79,Storm,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow W00279"
Southern Water,WISBOROUGH GREEN WTW,A1206/S/03,Settled Storm,,,35.05,4.0,99.93,A01206
Southern Water,WISH STREET RYE WPS,NPSWQD010086,Storm,,,205.04,42.0,96.17,NPSWQD010086
Southern Water,WISH STREET RYE WPS,NPSWQD010086,Emergency,,,0.0,0.0,96.17,NPSWQD010086
Southern Water,WITHYPITTS TURNERS HILL WPS,A314/K/89,Storm,,,184.83,25.0,99.34,A00314
Southern Water,WITHYPITTS TURNERS HILL WPS,A314/K/89,Emergency,,,26.91,3.0,99.34,A00314
Southern Water,WITTERSHAM WTW,RP7/68,Settled Storm,,,355.01,45.0,99.41,W00523
Southern Water,WIVELSFIELD WPS,A1041/S/99,Storm,,,80.31,14.0,99.82,A01041
Southern Water,WIVELSFIELD WPS,A1041/S/99,Emergency,,,4.92,1.0,99.82,A01041
Southern Water,WIVELSFIELD WTW,62/1/385B,Settled Storm,,,638.53,45.0,89.47,Comms issue now resolved W00369
Southern Water,WOOD STREET DOVER WPS,A581/K/90,Emergency,,,0.0,0.0,99.92,A00581
Southern Water,WOOD STREET DOVER WPS,A919/K/99,Storm,,,8.55,1.0,99.92,A00919
Southern Water,WOODCHURCH CRESCENT GILLINGHAM CSO,A.1322/K/05,Storm,,,8.86,16.0,99.91,A01322
Southern Water,WOODSIDE WIGMORE CSO,EPR/DB3796WZ,Storm,,,13.59,13.0,99.99,A00806B
Southern Water,WOODVALE TRANSFER WPS,A847/IOW/98,Storm,,,977.96,78.0,100.0,A00847
Southern Water,WOODVALE TRANSFER WPS,A847/IOW/98,Emergency,,,0.6,1.0,100.0,A00847
Southern Water,WOOLSTON WTW,A856/H/98,Storm,,,0.0,0.0,100.0,A00856
Southern Water,WOOLSTON WTW,A856/H/98 ,Emergency,,,0.0,0.0,100.0,A00856
Southern Water,WOOLSTON WTW,A856/H/98,Settled Storm,,,278.58,36.0,96.38,A00856
Southern Water,WOOLSTON WTW,A856/H/98  ,Emergency,,,13.65,2.0,96.38,A00856
Southern Water,WOTTON ROAD ASHFORD CSO,A1054/K/99,Storm,,,0.0,0.0,100.0,A01054
Southern Water,WROXALL WTW,PP(A)38/130/IOW7/78,Storm,,,150.15,42.0,99.64,W00203
Southern Water,WYKEHAM CLOSE STEYNING CSO,A898/S/99,Storm,,,189.97,24.0,58.5,"Monitor issue, solution being deployed A00898"
Southern Water,YALDING OLD WORKS WPS,A268/K/89,Emergency,,,0.0,0.0,0.0,"Signal or connection issue identified, resolution to follow A00268"
Southern Water,YALDING OLD WORKS WPS,A268/K/89,Storm,,,434.34,49.0,99.99,A00268
Southern Water,YALDING OLD WORKS WPS,A268/K/89,Emergency,,,0.87,1.0,99.99,A00268
Southern Water,YEOMAN WAY BEARSTED WPS,A674/K/94,Storm,,,28.54,13.0,99.79,A00674
Southern Water,YEOMAN WAY BEARSTED WPS,A674/K/94,Emergency,,,1.5,1.0,99.79,A00674
Southern Water,YORK ROAD BEXHILL WPS,A1265/S/05,Storm,,,173.82,20.0,69.84,Monitor issue now resolved A01265
Southern Water,YORK ROAD BEXHILL WPS,A1265/S/05,Emergency,,,0.0,0.0,69.84,Monitor issue now resolved A01265
Southern Water,YOUNGWOODS COPSE ALVERSTONE WPS,A889/IOW/99,Emergency,,,0.0,0.0,95.65,A00889
Thames Water,ABBESS RODING STW,CTCR.2034,,,,2062.64,140.0,98.95,
Thames Water,ABBEY MILLS SPS,CSAB.0530,,,,23.38,3.0,100.0,
Thames Water,ABINGDON STW,CTCR.1804,,,,1955.45,135.0,99.58,
Thames Water,ACTON STORM TANKS TQ21793507 CSO,TEMP.0312,,,,38.83,20.0,99.99,
Thames Water,ALBERT ROAD TQ4279991B CSO,TEMP.2679,,,,35.22,39.0,99.75,
Thames Water,ALDERMASTON STW,TEMP.2345,,,,1157.19,141.0,100.0,
Thames Water,ALDERSHOT STW,CTCR.1974,,,,112.67,13.0,100.0,
Thames Water,ALLENDALE ROAD TQ16844901 CSO,TEMP.2367,,,,0.0,0.0,100.0,
Thames Water,AMERSHAM VALE STK,TEMP.2368,,,,0.0,0.0,0.0,Unable to capture accurate spills from site due to complex on-site issues
Thames Water,AMPNEY ST PETER STW,CSSC.2452,,,,2316.11,108.0,98.31,
Thames Water,AMYAND PARK ROAD TQ16735902 CSO,TEMP.2369,,,,0.0,0.0,80.78,Multiple periods of missing data due to comms issues
Thames Water,ANDOVERSFORD,CTCR.2090,,,,821.95,50.0,100.0,
Thames Water,APPLETON STW,TEMP.2351,,,,2301.68,128.0,99.97,
Thames Water,ARBORFIELD STW,CNTD.0020,Spill to the Environment,,,187.87,54.0,99.96,
Thames Water,ARBORFIELD STW_STK 1,CNTD.0020,Spill to the storm storage,,,473.58,54.0,100.0,
Thames Water,ASCOT STW,CTCR.2048,,,,4.27,10.0,99.99,
Thames Water,ASHRIDGE (WOKINGHAM) STW,TEMP.3020,,,,287.72,47.0,98.16,
Thames Water,ASHVALE STW,TEMP.2354,,,,213.74,24.0,99.99,
Thames Water,ASTON LE WALLS STW,CNTD.0040,,,,45.56,10.0,99.94,
Thames Water,AUCKLAND ROAD SPS,CSBC.0085,,,,372.71,28.0,100.0,
Thames Water,AV_WATERY LANE MARSWORTH SPS,CNTM.0145,,,,0.0,0.0,100.0,
Thames Water,AVON DASSETT STW,TEMP.2362,,,,148.31,31.0,100.0,
Thames Water,AVONDALE ROAD SPS,TEMP.0376,,,,8.03,1.0,99.98,
Thames Water,AYLESBURY,TEMP.2363,,,,151.67,12.0,99.94,
Thames Water,BAMPTON STW,TEMP.2373,,,,875.48,85.0,99.11,
Thames Water,BANBURY STW,CTCR.1867,,,,288.39,38.0,69.54,Data missing due to intermittent communication issues
Thames Water,BARBERS LANE TL09212303 CSO,TEMP.2431,,,,4.39,5.0,100.0,
Thames Water,BARKWAY STW,CATM.3093,,,,547.84,43.0,100.0,
Thames Water,BASINGSTOKE STW,CTCR.0875,,,,410.85,40.0,99.93,
Thames Water,Bath Road TQ10770001 CSO,TEMP.2904,,,,0.0,0.0,100.0,
Thames Water,BECKLEY STW,CAWM.1403,,,,79.95,12.0,99.22,
Thames Water,BECKTON STW,CSSA.0360,,,,952.57,51.0,100.0,
Thames Water,BEDDINGTON STW,TEMP.2381,,,,181.85,31.0,99.99,
Thames Water,BEECH HALL CRESCENT_WALTHAMSTOW,CLCR.0032,,,,179.81,48.0,98.17,
Thames Water,BEENHAM STW,TEMP.2382,,,,172.02,32.0,99.99,
Thames Water,BELL LANE CREEK TQ2574551C CSO,TEMP.2438,,,,290.36,57.0,99.14,Data calculated to account for tidal influence
Thames Water,BELL WHARF LANE TQ32804711 CSO,CSAB.0543,,,,13.35,29.0,99.2,Data calculated to account for tidal influence
Thames Water,Bell Wharf Outlet ,CSAB.0526,,,,1.69,2.0,99.39,
Thames Water,BENSON STW,CATM.3525,,,,992.67,56.0,99.92,
Thames Water,BENTLEY STW,CASM.0726,,,,1665.8,142.0,100.0,
Thames Water,BENTSBROOK ROAD TQ16479401 CSO,TEMP.2441,,,,34.06,11.0,99.99,
Thames Water,BERKHAMSTED STW,CATM.3075,,,,861.46,52.0,100.0,
Thames Water,BICESTER STW,CAWM.0807,,,,1236.22,117.0,99.97,
Thames Water,BLAKES LOCK SPS,TEMP.1768,,,,0.0,0.0,100.0,
Thames Water,BLEDINGTON STW,TEMP.2395,,,,1535.72,92.0,98.93,
Thames Water,BLETCHINGDON STW,NPSWQD002610,,,,945.94,116.0,99.21,
Thames Water,BLINDMANS GATE SPS,TEMP.0482,,,,237.92,23.0,100.0,
Thames Water,BLOXHAM STW,CAWM.0550,,,,2322.56,119.0,99.91,
Thames Water,BLUNSDON STW,TEMP.2400,,,,19.04,2.0,99.22,
Thames Water,BN_SOUTH CLOSE SPS,CLCR.0177,,,,0.0,0.0,84.39,Data between 29/07/2020-24/09/2020 missing due to comms issue
Thames Water,BODDINGTON STW,CNTW.0359,,,,98.71,9.0,99.97,
Thames Water,BORDON STW,CTCR.1645,,,,1947.93,91.0,100.0,
Thames Water,BOTLEY ROAD SP48066205 CSO,CAWM.0064,,,,91.2,17.0,99.86,
Thames Water,BOURTON ON THE WATER SP17193803 CSO,CETR.2036,,,,1636.1,107.0,100.0,
Thames Water,BRACKNELL STW,CTCR.1973,,,,1481.89,94.0,99.1,
Thames Water,BRAMLEY SPS,TEMP.0515,,,,112.97,20.0,99.12,
Thames Water,BRASSWAY ROAD TQ25734804,TEMP.2790,,,,17.46,13.0,97.83,
Thames Water,BRENT PARK LODGE EALING A TQ22889102 CSO,TEMP.2413,,,,1.82,3.0,78.9,Multiple periods of missing data due to comms issues
Thames Water,BRICKENDON STW,CLCP.0173,,,,1072.58,85.0,100.0,
Thames Water,BRIGHTON ROAD TQ2457141C CSO,TEMP.2870,,,,10.37,2.0,100.0,
Thames Water,BRIXTON ROAD TQ31761401 CSO,CSAB.0554,,,,828.07,103.0,99.66,
Thames Water,BROADWELL STW,TEMP.2418,,,,480.63,31.0,100.0,
Thames Water,BROOK WAY TQ43933202 CSO,TEMP.2449,,,,1228.32,58.0,70.47,Data between 14/09/2020-31/12/2020 missing due to interferance
Thames Water,BROOME STATION FBT,TEMP.2451,,,,46.14,6.0,99.84,
Thames Water,BS_KNIGHTS LANE SPS,TEMP.1280,,,,864.01,60.0,99.22,
Thames Water,BS_ST STEPHENS HALL SPS,TEMP.1644,,,,283.64,51.0,99.72,
Thames Water,BS_SWAINS ROAD SPS,TEMP.2032,,,,1.28,4.0,100.0,
Thames Water,BS_WATER END SPS,TEMP.2184,,,,25.73,5.0,100.0,
Thames Water,BS_WEST HEATH SPS,NPSWQD001561,,,,1138.78,74.0,98.32,
Thames Water,BUCKLEBURY STW,TEMP.2421,,,,496.61,76.0,99.46,
Thames Water,BUNTINGFORD STW,CATM.3092,,,,61.26,20.0,100.0,
Thames Water,BURFORD MEADOW END STW,CTCP.0026,,,,1.84,1.0,100.0,
Thames Water,BURGES ROAD TQ43834819 CSO,CANM.0029,,,,10.77,3.0,84.31,Data prior to 27/02/2020 missing due to monitor relocation. Multiple short periods missing due to comms issue.
Thames Water,BURGHFIELD STW,TEMP.2425,,,,3227.18,143.0,100.0,
Thames Water,BURNSIDE AVENUE CHINZ1ZZ CSO,TEMP.2520,,,,3.32,1.0,100.0,
Thames Water,BURSTOW STW,CASM.0096,,,,1278.68,124.0,99.91,
Thames Water,BUSHEY COURT TQ22699006 CSO,TEMP.2429,,,,9.26,4.0,86.21,Data missing prior to 20/02/20 due to comms issue.
Thames Water,BYFIELD STW,CTCR.1777,,,,295.68,19.0,100.0,
Thames Water,CADDINGTON STW,CSSC.8551,,,,70.02,8.0,100.0,
Thames Water,CAGE END SPS,CLCP.0111,,,,46.94,11.0,100.0,
Thames Water,CAMBERLEY STW,TEMP.2455,,,,186.25,28.0,100.0,
Thames Water,CANFIELD END SPS,TEMP.0596,,,,3.15,1.0,100.0,
Thames Water,CANTERBURY ROAD TQ31663901 CSO,TEMP.2514,,,,24.92,16.0,96.79,
Thames Water,CARTERTON STW,CATM.3521,,,,697.8,45.0,100.0,
Thames Water,CASCADE ROAD STORM TANKS TQ42930607 CSO,TEMP.2818,,,,369.48,59.0,96.52,
Thames Water,CASSINGTON STW,TEMP.2457,,,,229.9,28.0,99.85,
Thames Water,CASTLE GARDENS SPS,CTCR.0392,,,,36.4,6.0,100.0,
Thames Water,CAVERSHAM SPS,TEMP.1769,,,,0.0,0.0,100.0,
Thames Water,CHACOMBE STW,TEMP.2460,,,,78.46,15.0,99.98,
Thames Water,CHADLINGTON STW,TEMP.2461,,,,445.9,45.0,100.0,
Thames Water,CHALGROVE STW,TEMP.2462,,,,1580.23,92.0,99.7,
Thames Water,CHAPEL ROW STW,CSSC.2466,,,,1250.63,88.0,99.99,
Thames Water,CHAPMORE END STW,TEMP.2465,,,,57.5,25.0,100.0,
Thames Water,CHARLBURY STW,TEMP.2466,,,,370.4,28.0,100.0,
Thames Water,CHARLTON OTMOOR STW,TEMP.2467,,,,1261.8,103.0,99.95,
Thames Water,CHARLTON STORM RELIEF_LONDON,CSAB.0551,Multiple Overflow site,,,60.36,28.0,99.21,Multiple overflow site.
Thames Water,CHARLWOOD TQ24409902 CSO,CTCR.1926,,,,320.9,32.0,95.76,
Thames Water,CHERTSEY STW,CTCR.1977,,,,1075.75,61.0,99.98,
Thames Water,CHERWELL STREET SPS,CTCR.0102,,,,1.12,2.0,99.99,
Thames Water,CHESHAM STW,TEMP.2474,,,,963.3,59.0,100.0,
Thames Water,CHIEVELEY STW,TEMP.2475,,,,43.62,4.0,100.0,
Thames Water,CHILTON FOLIAT STW,TEMP.2478,,,,594.08,71.0,99.74,
Thames Water,CHINNOR STW,TEMP.2480,,,,601.38,83.0,99.8,
Thames Water,CHIPPING NORTON STW,CTCR.1767,,,,596.38,43.0,100.0,
Thames Water,CHIPPING WARDEN STW,CTCR.1793,,,,261.76,35.0,99.99,
Thames Water,CHOBHAM STW,TEMP.2484,,,,1315.55,98.0,100.0,
Thames Water,CHOLSEY STW,TEMP.2485,,,,74.0,13.0,100.0,
Thames Water,CHURCH HANBOROUGH STW,CSSC.5783,,,,899.9,81.0,100.0,
Thames Water,CHURCH STREET TQ27771503 CSO,CSAB.0574,,,,1.42,2.0,99.88,
Thames Water,CHURT SPS,CASM.0403,,,,10.53,3.0,99.81,
Thames Water,CIRENCESTER,CTCR.1750,,,,735.33,72.0,100.0,
Thames Water,CLANFIELD MARSH STW,TEMP.2488,,,,3843.33,176.0,99.71,
Thames Water,CLAPHAM TQ30783011 CSO,CSSB.7809,,,,6.36,7.0,100.0,
Thames Water,CLIFTON STW,TEMP.0707,,,,166.24,29.0,100.0,
Thames Water,COBHAM BRIDGE TQ09609718 CSO,TEMP.2528,,,,335.31,35.0,84.31,Data prior to 27/02/2020 missing due to comms issue
Thames Water,CODICOTE STK,RET/TH/23,,,,893.31,100.0,100.0,
Thames Water,COLDHARBOUR LANE TQ13959301A CSO,TEMP.2331,,,,0.0,0.0,100.0,
Thames Water,COLGATE STW,TEMP.2495,,,,385.59,40.0,100.0,
Thames Water,COMBE STW,TEMP.2496,,,,305.9,29.0,99.95,
Thames Water,COMPTON STW,CAWM.0012,,,,1111.44,74.0,93.7,
Thames Water,COPPICE GREEN SU85708406 CSO,CTCR.1999,,,,21.73,4.0,84.27,Data prior to 27/02/2020 missing due to comms issue
Thames Water,CORBETT ROAD TQ4188231C CSO,CEHR.0019,,,,77.05,46.0,99.91,
Thames Water,COTTERED STW,CSSC.1038,,,,2604.94,152.0,100.0,
Thames Water,CRANLEIGH STW,CTCR.1838,,,,369.49,41.0,100.0,
Thames Water,CRAWLEY STW,CNTM.1402,,,,505.64,41.0,95.12,
Thames Water,CRICKLADE      ,TEMP.2504,,,,475.43,52.0,100.0,
Thames Water,CRONDALL STW,CSSC.2450,,,,2401.08,112.0,100.0,
Thames Water,CROPREDY STW,TEMP.2506,,,,1268.1,85.0,99.99,
Thames Water,CROSSNESS STW (STK1),CSSA.0362,,,,350.1,36.0,99.73,
Thames Water,CUDDINGTON STW,TEMP.2510,,,,589.55,33.0,100.0,
Thames Water,CULHAM STW,TEMP.2511,,,,25.18,5.0,99.32,
Thames Water,CULWORTH STW,TEMP.2512,,,,137.37,26.0,99.91,
Thames Water,CW_WESTON ON THE GREEN SPS,TEMP.2220,,,,3.28,17.0,99.99,
Thames Water,CY_PEASE POTTAGE SPS,TEMP.2831,,,,166.11,16.0,100.0,
Thames Water,DA_PRIORY ROAD SPS,TEMP.1739,,,,0.0,0.0,100.0,
Thames Water,DAGNALL STW,CTCU.0375,,,,524.42,70.0,100.0,
Thames Water,DAINTRY CLOSE TQ16893216 CSO,CANM.0233,,,,722.77,119.0,100.0,
Thames Water,DARTFORD CREEK STK 1,TEMP.2537,,,,241.6,79.0,30.91,Data missing between 24/06/2020 - 31/12/2020 due to suspect data
Thames Water,DEEPHAMS STW.CONSENTED OVERFLOW,CNTD.0072,,,,139.03,14.0,65.79,Data missing prior to 04/05/2020 due to installation issue
Thames Water,DEPTFORD CREEK STORM,TEMP.2540,,,,191.94,44.0,99.88,
Thames Water,DEPTFORD STORM RELIEF_LONDON,CSAB.0536,,,,704.74,132.0,99.77,
Thames Water,DIDCOT STW,CATM.3651,,,,1353.48,88.0,99.99,
Thames Water,DISTRICT ROAD TQ16856001 CSO,TEMP.2551,,,,1.35,3.0,99.87,
Thames Water,DORCHESTER STW,TEMP.2542,,,,0.0,0.0,100.0,
Thames Water,DORKING STW,CASM.1027,,,,2101.59,118.0,99.68,
Thames Water,DORTON STW,TEMP.2544,,,,79.79,34.0,99.86,
Thames Water,DRAYTON STW,CNTD.0030,,,,770.77,50.0,100.0,
Thames Water,DUCK END SPS,TEMP.0455,,,,0.0,0.0,99.96,
Thames Water,DUNTSHILL ROAD TQ25738005,TEMP.2555,,,,1.28,1.0,99.99,
Thames Water,EA_SOUTH EALING ROAD SPS,TEMP.1929,,,,1.02,3.0,96.19,
Thames Water,EA_TRUMPERS WAY SPS,TEMP.2125,,,,55.19,28.0,98.45,
Thames Water,EARL STORM OUTLET SPS,CSAB.0533,,,,68.0,12.0,100.0,
Thames Water,EARLSWOOD COMMON TQ26489602,TEMP.2575,,,,59.11,15.0,95.75,
Thames Water,EARLSWOOD STW,CASM.0827,,,,1854.35,114.0,97.33,
Thames Water,EAST GRAFTON STW,TEMP.2556,,,,279.32,32.0,99.85,
Thames Water,EAST HYDE STW,TEMP.2735,,,,22.32,7.0,90.78,
Thames Water,EAST SHEFFORD STW,CNTD.0032,,,,2753.49,121.0,100.0,
Thames Water,EASTCOTE AVENUE TQ16844904,TEMP.2580,,,,0.0,0.0,97.83,
Thames Water,EASTHAMPSTEAD PARK STW,TEMP.2561,,,,179.07,23.0,99.62,
Thames Water,EF_WEALD BRIDGE FLYGT SPS,TEMP.2197,,,,252.51,34.0,100.0,
Thames Water,EF_WYNTERS BROOK 1 SPS,TEMP.2279,,,,0.0,0.0,80.69,Multiple periods of missing data due to comms issues
Thames Water,EH_BAKERS FARM SPS,TEMP.0382,,,,43.07,12.0,100.0,
Thames Water,EPSOM STORM TANKS TQ21621186 CSO,TEMP.2567,,,,6.28,4.0,86.03,Multiple short periods of missing data due to comms issues
Thames Water,ESHER STW LEVEL 2,CTCR.0753,,,,651.49,60.0,100.0,
Thames Water,ESSENDON TSPS,TEMP.0924,,,,44.57,8.0,99.15,
Thames Water,EWELL STORM TANKS TQ21631605 CSO,CTCR.0519,,,,34.32,13.0,100.0,
Thames Water,EYDON STW,CSSC.1370,,,,670.36,65.0,94.76,
Thames Water,FAIRFORD STW,CATM.3518,,,,2491.52,138.0,100.0,
Thames Water,FALCON BROOK STRATEGIC SPS,CSAB.0557,,,,947.93,55.0,100.0,
Thames Water,FARINGDON STW,CTCR.1077,,,,127.89,54.0,93.54,
Thames Water,FARNBOROUGH STW,CSSC.1369,,,,1763.44,158.0,99.78,
Thames Water,FARNHAM STW,TEMP.2589,,,,483.63,55.0,100.0,
Thames Water,FERGUSSON ROAD SP46411153 CSO,TEMP.2606,,,,0.0,0.0,100.0,
Thames Water,FIDDLERS HAMLET STW,CSSC.0295,,,,781.17,71.0,100.0,
Thames Water,FIELD END ROAD TQ12853701 CSO,TEMP.2592,,,,1.54,1.0,100.0,
Thames Water,FINSTOCK STW,TEMP.2594,,,,248.57,26.0,100.0,
Thames Water,Fleet Mainline ,CSAB.0541,Multiple Overflow site,,,85.73,125.0,99.18,Data calculated to account for tidal influence. Multiple overflow site.
Thames Water,FLEET STW,CTCR.1836,,,,1667.9,133.0,100.0,
Thames Water,FOLKSTONE ROAD SPS,CSBC.0127,,,,140.55,20.0,100.0,
Thames Water,FOREST HILL STW,TEMP.2597,,,,117.6,27.0,100.0,
Thames Water,FRIDAY STREET SU76823501 CSO,TEMP.1003,,,,7.77,6.0,86.45,Multiple periods of missing data after 12/11/2020  due to comms issues.
Thames Water,FROGMORE STORM TQ25744703 CSO,TEMP.2599,,,,32.55,16.0,99.28,Data calculated to account for tidal influence
Thames Water,FYFIELD STW,CNTD.0046,,,,1764.04,91.0,99.94,
Thames Water,GARDEN WAY,TEMP.2610,,,,0.0,0.0,100.0,
Thames Water,GARNETS SPS,TEMP.2042,,,,11.17,5.0,100.0,
Thames Water,GASCOIGNE ROAD STRATEGIC SPS,CSBC.0128,,,,25.59,3.0,100.0,
Thames Water,GERRARDS CROSS STW,TEMP.2613,,,,1320.0,82.0,100.0,
Thames Water,GODALMING STW,TEMP.2614,,,,94.99,16.0,99.99,
Thames Water,GORDON ROAD TQ44858803 CSO,TEMP.2637,,,,0.81,2.0,77.01,"Data between 01/04-15/04 missing due to installation issue. Data between 05/06-23/07, 04/08-05/08 missing due to comms issue"
Thames Water,GORING STW,TEMP.2616,,,,0.0,0.0,100.0,
Thames Water,GREAT BEDWYN STW,TEMP.2619,,,,787.42,62.0,99.98,
Thames Water,GREATWORTH STW,CSSC.7686,,,,300.11,20.0,100.0,
Thames Water,GREENWICH,CSAB.0537,,,,85.24,15.0,100.0,
Thames Water,GRENDON UNDERWOOD STW,TEMP.2626,,,,1031.65,100.0,77.63,Multiple short periods of missing data due to comms issues
Thames Water,GROSVENOR DITCH TQ30782704 CSO,CSAB.0562,,,,51.01,135.0,98.65,Data calculated to account for tidal influence
Thames Water,GUILDFORD STW,CTCR.1107,,,,346.04,27.0,99.46,
Thames Water,HADDENHAM STW,CSSC.2316,,,,1948.72,101.0,100.0,
Thames Water,HALLINGBURY ROAD SPS,CTCR.1919,,,,40.88,9.0,100.0,
Thames Water,HAMBLEDEN STW,CAWM.0193,,,,35.47,12.0,99.97,
Thames Water,HAMMERSMITH SPS,CSAB.0572,,,,27.57,7.0,100.0,
Thames Water,HAMPSTEAD NORREYS STW,TEMP.2647,,,,4111.95,204.0,99.99,
Thames Water,HAMSTEAD MARSHALL STW,CSSC.1381,,,,1455.88,92.0,100.0,
Thames Water,Hangar Lane ,EPR/AB3796VT,,,,0.0,0.0,0.0,Data missing due to incorrect site set-up resulting in historical data not saving
Thames Water,HANWELL STW,TEMP.2648,,,,928.87,85.0,100.0,
Thames Water,HARPENDEN STW,TEMP.2649,,,,168.84,15.0,99.68,
Thames Water,HARTLEY WINTNEY STW,CTCR.1865,,,,442.81,41.0,99.3,
Thames Water,HASLEMERE STW,CTCR.1203,,,,996.38,58.0,94.16,
Thames Water,HATFIELD HEATH STW,CSSC.0261,,,,2095.9,113.0,99.92,
Thames Water,HEATHWALL SPS,CSAB.0522,,,,267.2,31.0,99.63,
Thames Water,HENLEY STW,TEMP.2657,,,,0.0,0.0,100.0,
Thames Water,HEYFORD STW,TEMP.2658,,,,283.9,35.0,95.88,
Thames Water,HIGH ROAD TQ40901502 CSO,TEMP.2681,,,,16.28,25.0,99.96,
Thames Water,HIGH WYCOMBE TRANSFER STW,TEMP.2659,,,,0.0,0.0,100.0,Data has been calculated using records of operation of valve on site.
Thames Water,HIGHFIELD ROAD TQ2488321E CSO,CANM.1220,,,,0.0,0.0,99.78,
Thames Water,HIGHWORTH EASTROP SU20927602 CSO,RET/TH/24,,,,52.31,32.0,95.01,
Thames Water,HIGHWORTH STW,CNTD.0075,,,,874.35,69.0,99.97,
Thames Water,Hillside Avenue,EPR/AB3890AS,,,,0.0,0.0,0.0,Data missing due to incorrect site set-up resulting in historical data not saving
Thames Water,HOCKFORD STW,CNTD.0037,,,,241.68,48.0,100.0,
Thames Water,HOGSMILL STW,CASM.0042,,,,257.43,30.0,99.8,
Thames Water,HOLLOWAY STORM RELIEF TQ36800804 CSO,CSAB.0527,,,,49.1,6.0,100.0,
Thames Water,HOLMWOOD STW,CATM.3243,,,,1591.34,109.0,99.99,
Thames Water,HOLYBOURNE SPS,CASM.0710,,,,346.14,20.0,100.0,
Thames Water,HOOK NORTON STW,CTCR.1796,,,,216.15,22.0,98.99,
Thames Water,HORLEY (OXFORDSHIRE) STW,TEMP.2667,,,,609.29,69.0,100.0,
Thames Water,HORLEY (SURREY) STW,CTCR.1779,,,,1265.5,69.0,98.8,
Thames Water,HORNE WAY TQ23750307 CSO,TEMP.2986,,,,22.73,9.0,47.54,Data missing between 16/02/2020- 11/07/2020 due to interferance with sensor
Thames Water,HORNTON STW,TEMP.2669,,,,374.19,39.0,99.94,
Thames Water,HORSEFERRY ROAD TQ30782912 CSO,CSAB.0563,,,,13.99,11.0,99.88,
Thames Water,HORTON CUM STUDLEY STW,CNTD.0008,,,,1832.27,107.0,100.0,
Thames Water,HP_ARFORD SPS,CASM.0402,,,,8.35,3.0,100.0,
Thames Water,HP_BLACKNEST ALTON SPS  (Storm King),CTCP.0428,,,,59.87,8.0,99.21,
Thames Water,HUNGERFORD STW,CSSC.2335,,,,81.25,15.0,95.52,
Thames Water,HW_CROOKED BILLET SPS,CATM.3173,,,,42.85,19.0,99.66,
Thames Water,HW_ELVETHAM ROAD SPS,TEMP.0917,,,,4.98,3.0,100.0,
Thames Water,HW_WEDMANS LANE SPS,TEMP.1825,,,,37.43,6.0,99.54,
Thames Water,IRONGATE TQ33807401 CSO,CSAB.0580,,,,191.95,140.0,94.01,Data calculated to account for tidal influence
Thames Water,IRONS BOTTOM STW,TEMP.2691,,,,0.0,0.0,100.0,
